mbid	thedomid	thename	location	explanation
42fc7bf46db2	TL9P6653	Spice_Weasel	84-36	NULL
4ed207992af2	TL9P6631	Spiderian	79-36	NULL
ffb9cae4f3ab	UP7P2500	Spiderman	25-55	NULL
83064ba9e408	UP4P0172	Spinachish	54-57	-
e36c4ab898a6	UL9H6182	Spindel	84-17	NULL
209c14870f9a	UP8P3130	Spinner_Dolphin	11-57	NULL
831abfedd99a	UL9H6172	Spinnmal	81-01	NULL
d7451b4f537e	TP6P1851	Spiny_Lobster	69-34	NULL
ac81eee613d4	UP6P1348	Spiral	2029-01	NULL
cb144a9152b5	UP6P1340	Spirograph	72-43	Gets its name from its resemblance to drawings from the Spirograph cyclical drawing tool.
0255191bff92	UP9P3894	Spitting	14-51	NULL
acaa767b7596	AP7P2014	Spleen	28-64	NULL
29b9ec2f18c6	TP7H8053	Splits	15-10	NULL
d441522d26b6	UP7P2284	Spokane_Nation	17-13	NULL
f809ec5f44f6	UP7Y4778	Spongiosa	18-35	NULL
12e4df159a33	SCUBE029	Rangatira	2023-29	NULL
9723fa8c6fc0	UP8P3268	Spoons	41-53	NULL
de3638988fd0	UP6P1402	Spoons_Card	64-45	A card Game
cb7b2f2d6421	UP8P3196	Spoon_Bit	13-47	NULL
d2269ef1d4b4	UP6P1282	Spoorloos	48-25	1988 film
65e84aafa880	TP7P2743	Spotted_Dolphin	25-10	NULL
119f83d8b029	TP5P0737	Springfield	74-18	-
6b2595d39948	TP5Y0125	Springfuhl	67-32	-
bbfd06e87ef1	UL9P6742	Spruce_Tree	86-21	NULL
df3a39ce9f06	UP6P1252	Spurge	56-15	A Flower
d6d20c8b7bd1	UP8P3314	Spyglass_Hill	02-33	NULL
52ef048a5946	UP6P1540	SQL	63-13	Structured Query Language for manipulating databases
a49f47f50209	UP7Y4810	Squatina	28-11	NULL
562339bd2e82	UP8P3570	Squaw_Valley	07-21	NULL
fe92d7ff4480	TP4P0291	Squirrel	21-06	-
bcde171df143	TP7P2695	Sravana	11-28	NULL
d9cdde789571	UP5H0200	Stadion	57-59	-
69a14291939a	UP5H0180	Stadshagen	50-17	-
5c59e421c74e	TP8Y5143	Stafsee	51-32	NULL
a7cd4c224baf	TP9P3843	Stag_Moose	32-56	NULL
381daade65c8	TP7P2343	Stan_the_Man	62-58	NULL
2f1bf2eb131b	TP7Y4765	Stapes	18-04	NULL
81dc33d54be9	TP6P1563	Starcraft	09-62	the best game real time strategy game
840dfd62b1f5	DFLRef04	StarDOM	-	-
31f41f35ef89	AP8P3035	Stardust	79-61	NULL
c6f641f76637	UP5H0128	Stare	78-47	-
66805237071b	UP6P1636	Star_Wars	62-47	does npt need a description
e005b22fb90b	UP6P1610	Star_Wars_Battlefront	70-51	a first person shooter where you can participate in famous Star Wars battles
190885464156	TP5P0713	Stasibasiphobia	58-16	-
894e0e6d2119	UP6P1272	Statice	58-17	-
6dc56d2e7493	UP9P3726	Statler	07-27	NULL
ad167edebc38	UP7Y4888	Steam_House	34-59	NULL
19a8c9568347	UP8P3270	Steelpan	16-09	NULL
2055aaaf2eed	SCUBE030	Principe	2023-30	NULL
8e6dec6f5a50	UP5H0244	Steglits	46-31	-
6c2f5f210a07	UP8P3410	Steinschaf	02-37	NULL
c1ab2b390811	TL9H6181	Stekel	85-54	NULL
88a9b213d6f6	UP6H7604	Stekt_Salt_Sill	41-19	NULL
b21bc6dd3fd1	TP8P3105	Stellers_Sea_Lion	26-10	NULL
0bdec010b0b7	TP7H8153	Stenbocken	15-04	NULL
5c6979e5c8e3	TP5P0685	Stenophobia	39-60	-
2a0d420b50a5	TP7Y4745	Sternum	36-34	NULL
ecea86016e71	TP7P2153	Stilton	55-16	NULL
2a25880719f0	UP6P1660	Sting	54-13	Oscar Award Winning Caper movie
ae92b55a541f	TP6P1329	Stingray	73-02	The youngest known planetary nebula.
126af3762ff6	TP7P2189	Stitch	44-58	NULL
49e675ced52f	AP8P3017	StLouis_1904	14-63	NULL
9c398e4e9958	TP9P3817	Stoatshead_Hill	07-02	NULL
8031681afab7	TP4H0039	Stockholm	-	-
b4e3b22446db	AP8P3020	Stockholm_1912	80-61	NULL
5a64e0f85c3c	TL9H6159	Stol	82-52	NULL
5dbfc437aec5	AP7P2016	Stomach	12-61	NULL
41253efcb595	TP7P2779	Stonehenge	11-42	NULL
523be04a283b	UP6P1476	Stony_River	67-23	W Alaska; rises on W slope of Alaska Range
0eb5f7591b52	AP6P1105	Stop	63-63	A stop
558f44d8743f	TP5H0179	Storamossen	39-38	-
3c9c7ace8dfb	UP7H8154	Stora_hunden	23-31	NULL
003f0516a97d	TP5H0129	Stork	57-22	-
6a177631b1f9	AP5H0221	Storkrake	57-54	-
c9a4489be95b	UP5H0230	Storlom	47-37	-
d8dea5de183a	UP7P2514	Storm	25-51	NULL
d7f8f7bfdf5c	UP5H0240	Storskarv	56-13	-
7ce10459887e	TP4P0131	Stout	40-44	-
0696638c79c2	TP8P3599	Stowe	07-54	NULL
a73688b12173	TP5H0219	Strandpipare	-	-
cc65b64dd8a0	UP8P3114	Straptoothed_Whale	11-05	NULL
b3a4fbd6f72a	UP7Y4876	Strata	13-55	NULL
03fb70e4f234	UP8P3632	Stratego	07-01	NULL
18fd168086cd	TP8P3595	Stratton	07-48	NULL
02e07c2ba458	TP5Y0139	Strausberg	38-14	-
bb6614295b8c	UP4P0084	Strawberry	30-55	-
e9ee96a012da	UP6P1558	Street_Fighter	60-21	an early 2D fighting game
0d1e2653ced5	UP7P2328	Stretch	26-47	NULL
a01bacc91a4f	TL9H6183	Strit	86-14	NULL
7be7d5d7b898	AP5H0205	Struts	57-46	-
b2c4461c8b5f	UP5Y0212	Studebaker_Hawk	50-43	-
3d4fa89bd1c1	UP6P1372	Stud_Poker	64-05	A card Game
6f777a21747e	UP8P3206	Stud_Remover	16-53	NULL
5705aa68d315	UP5H0186	Stureby	40-07	-
826c8cc2ba31	UP8Y5116	Stureost	51-07	NULL
12a7eb4ed898	UP8H8562	Stuva	01-05	NULL
1d46029ddda4	UP5H0204	Stuvsta	59-03	-
bbd2b64cacb6	UP7Y4740	Styloid	28-01	NULL
d6c5ee073211	UP7H8054	Styvhala	20-13	NULL
a31bbcaf707e	UP8P3320	St_Andrews	02-07	NULL
42ce97c6b8b7	TP8P3581	St_Anton	22-58	NULL
d5d4287391bf	TP8P3575	St_Moritz	22-26	NULL
861f52b848fe	TP9P3815	St_Mungos	07-58	NULL
fd100d1f402e	TP5P0863	St_Paul	64-40	-
1b4c85b411c2	UP5Y0214	Subaru_WLX	30-37	-
cae000ff7696	TL9H6155	Suddgummi	85-30	NULL
0f87fe9941c7	TP7Y4575	Suessiones	53-02	NULL
b53adccf59e9	TP5P0525	Suestado	54-08	-
eaf3fe2cc0e2	UP8P3582	Sugarbush	07-43	NULL
1c79e9615e8b	UP8P3594	Sugarloaf	14-59	NULL
282999640262	TP8Y5021	Sugilite	33-52	NULL
bab76c8adc72	AP8P3008	Suisei	08-62	NULL
45d2b6972e9e	PolRef01	Suitcase01	-	-
cdf3e1a0744d	PolRef02	Suitcase02	-	-
1363adab2352	PolRef03	Suitcase03	-	-
eb26dfcaa372	PolRef04	Suitcase04	-	-
2b63bb1b61a1	PolRef05	Suitcase05	-	-
37a8536a763a	PolRef06	Suitcase06	-	-
99b9c2aaff24	PolRef07	Suitcase07	-	-
25b43d9d3182	PolRef08	Suitcase08	-	-
af16acf89a7c	PolRef09	Suitcase09	-	-
a3de8eec7e42	PolRef10	Suitcase10	-	-
054c68767f93	PolRef11	Suitcase11	-	-
5d8a143e60d7	PolRef12	Suitcase12	-	-
395a3ea47b85	PolRef13	Suitcase13	-	-
ee181aa96db3	PolRef14	Suitcase14	-	-
2be84473362b	PolRef15	Suitcase15	-	-
fa36bbfb445c	PolRef16	Suitcase16	-	-
3f18e8977ec0	PoleRef1	Suitcase17	-	-
519878944512	PoleRef1	Suitcase18	-	-
4fe99ff4f686	PoleRef1	Suitcase19	-	-
3174bb97f242	PoleRef2	Suitcase20	-	-
2441009e47e8	PoleRef2	Suitcase21	-	-
dbce4a85b6a4	PoleRef2	Suitcase22	-	-
9469d2ba519d	PoleRef2	Suitcase23	-	-
67244da0196f	PoleRef2	Suitcase24	-	-
6f09700f1757	UL9H6130	Sulfitcellulosa	81-21	NULL
423ed83846c3	UP4P0214	Sulfur	21-53	-
e0419439dc31	TP7P2355	Sultan_of_Swat	54-24	NULL
71ad6bc95fc7	TP9P3925	Sumac_Tree	79-12	NULL
34f67418fb8b	TP5P0521	Sumatra	59-38	-
48550f6ea10f	TP8P3361	Sumavska	13-28	NULL
155729f1d1be	TP4P0285	Summerfest	-	-
6e6733a279a7	UP4P0192	Summer_ale	21-03	-
9505b1246168	UP8P3512	Summer_Camp	08-17	NULL
c196768f6634	UP8Y5196	Sumpfsee	51-23	NULL
a8482f5b5c02	UP5Y0220	Sunbeam_Tiger	50-13	-
996be5f7e6f7	TP7Y4807	Suncus_Ater	28-08	NULL
327da2215153	TP8P3569	Sunday_River	14-22	NULL
eb449790a526	UP4H0042	Sundbyberg	77-05	-
8e78563d2179	TP5P0511	Sundowner	59-30	-
0e348f2ac104	UP6P1258	Sunflower	65-13	-
0f2163f537b0	UP8Y5074	Sungnyung	51-51	NULL
8d15e20fb3be	TP7Y4953	Sunsat	43-26	NULL
30bf24d619d7	UP8P3592	Sun_Valley	22-01	NULL
2d2763e2b5b5	TP7P2535	Supergirl	28-36	NULL
478446c3adf2	TP6P1727	Superman	75-04	Superhero movie
d1970de2de9e	UP7P2728	Super_Kamiokande	11-45	NULL
4ce2a30b80f4	TP6P1553	Super_Smash_Brothers	63-46	a game where eight Nintendo characters beat up on one another
1a837d6173eb	DFLRef07	SurfDOM	-	-
cf05625f1904	UP7P2494	Surfing	10-53	NULL
59b83a4a75c3	UP8P3536	Surly	02-43	NULL
b7b06dbf08a3	AP8P3007	Surveyor	34-61	NULL
10bbd6f73d27	TP6Y4425	Surya	74-40	Indian Gods and legendary heroes
b3c0d418f1d6	UP6P1442	Susitna_River	58-31	S Alaska; rises in Susitna Glacier on Mt. Hayes in Alaska Range
57d7517d0b06	TP7Y4815	Sus_Salvanius	10-24	NULL
c762d582efab	UP6H7728	Sutare	09-39	NULL
364b66bca86f	UP6P1512	Sute_Neko	58-25	Abandoned kitten
1c3460a73a35	UP7Y4768	Sutura	13-59	NULL
b467b12814cb	UP4P0156	Suzuki	21-49	-
e3ad6d1e7b54	TP6H7619	Svagdricka	52-44	NULL
0f77df4bea5b	TP6Y4427	Svaha	65-10	Indian Gods and legendary heroes
6d1672f0faa2	UP5H0118	Svala	78-13	-
b74fd5c3cfa3	UP5H0130	Svan	57-57	-
5f5ad6750b1a	TP7H8155	Svanen	24-12	NULL
bccf7a4e608e	TL9H6151	Svartatavlan	82-08	NULL
298fc8d2d700	UP5H0258	Svartgrund	37-27	-
3e49f5fd8fbf	TP5H0207	Svarthakedopping	47-48	-
a79fd2e3cbb0	TP6H7605	Svartsoppa	68-34	NULL
e4f1ff36d25f	TP8H8565	Sveda	01-12	NULL
69eedcf34200	UP4H0032	Sven_Forkbeard	09-55	-
1cbe412e2d37	TP4H0023	Sven_Gaffelbeard	30-18	-
bbdd44bf1d5c	TP6H7549	Sven_Lidstrom	45-58	-
40429f5180f6	TP4H0021	Sverker	21-12	-
1fd95fe5fa1c	TP4H0037	Sverker_den_Aeldre	30-26	-
8a3f0b5d11a6	TP7Y4661	Svetlana	20-38	NULL
b3d99fea943c	TP7H8227	Svetsare	42-50	NULL
69235d154deb	UP8P3468	Svevo	02-41	NULL
b0088ef7c8aa	TP8P3363	Swaledale	27-50	NULL
866c809f3657	UP5Y0224	Swallow_Doretti	30-17	-
730026a4a96d	TP7Y4903	Swas	13-56	NULL
01c48a2aa322	UP9P3706	Swedish_Chef	14-55	NULL
840bb632632f	UP9P3720	Sweetums	22-07	NULL
910e941307eb	TP6P1265	Sweet_Pea	56-52	A Flower
3fe6c63eed54	TP7Y4933	Swift	34-04	NULL
03b349ea3b62	TP7P2467	Swimming	17-40	NULL
1a2caa852c73	TL9P6655	Swinosaur	84-32	NULL
ce0d3b9c80c1	UP8P3402	Swiss_Black_Brown	02-27	NULL
66c647c4eb0c	UL9P6738	Sycamore_Tree	86-17	NULL
b3ec307f080b	UE8H6000	Sydpolen	83-27	NULL
979a9d734707	TP5P0679	Symmetrophobia	29-42	-
94fd1263ecbd	UP7H8102	Syn	24-35	NULL
5a1c3ec4fca2	UP7Y4774	Syndesmose	35-53	NULL
b0ca5856e53f	UP7Y4772	Synostose	17-59	NULL
af041a3041cd	UP8H8566	Syra	14-01	NULL
acf3852b67e7	UP4P0254	Syrah	21-29	-
2e1523c76a57	TP6P1805	TAAG_Air_Angola	53-32	Angola national airline
16e7a544b510	UP7P2686	Tabaung	04-49	NULL
48258da55845	TP6H7629	Taberg	62-02	NULL
70c9550d5a67	TP8P3189	Tabla	05-42	NULL
131a5fb94dae	SCUBE005	Rafa_Barri	2023-05	NULL
8ea2cb735bb3	TP7P2759	Tabodwe	04-56	NULL
e077ac13efb1	UP8P3668	Taboo	22-03	NULL
a2aed1ac2000	AP6P1111	Tab_Stop	72-61	a stop
676dca685972	TP6P1811	TACA_Air	53-52	El Salvador national airline
d6c67482ec5f	TP8P3399	Tacitus	09-46	NULL
89d11d5b55ac	UP7P2706	Tacoma_Narrows_Bridge	04-01	NULL
83bdcc31990c	TP6P1813	TACV_Air	74-30	Cape Verde national airline
82b90da84d30	TP7P2501	Taekwondo	41-16	NULL
e98b99120fe0	TP5P0705	Taeniophobia	39-48	-
266fc29378c4	UP7H8182	Taffelberget	42-23	NULL
1e2c32e58c17	AP6H7747	Taggsimpa	13-64	NULL
40e46b64dc73	TL9H6063	Taggsvamp	81-48	NULL
d85e6f17d28f	TP7H8055	Tagling	17-60	NULL
6a6256a38c96	UP7P2662	Tagu	11-09	NULL
4474c83c238d	UP8P3282	Tagus_River	19-05	NULL
b4144e54f62c	UL9H6046	Taigaskinn	84-09	NULL
99c4a8188632	TP8P3187	Taiko	05-60	NULL
66996833f589	SCUBE006	Rakiura	2023-06	NULL
fe9bb733d00e	UP7H8056	Tajt	15-49	NULL
2b2fa5e79404	TP7P2785	Taj_Mahal	11-52	NULL
17a91275c3a3	UL9H6160	Taklampa	85-43	NULL
69a38b5dc5f8	AP4P0065	Tako	29-63	-
ae60b63969e2	TP5P0515	Taku_Wind	63-42	-
fce252fc89d2	TP7P2105	Taleggio	76-38	NULL
d99fda201f20	TP5H0209	Talgoxe	46-52	-
b69a89ee9dbb	TP6Y4391	Tali	47-38	African Gods and Legendary Heroes
b627f603b921	TL9H6073	Tall	86-20	NULL
9e2f2d9c60f4	TP5P0883	Tallahassee	66-46	-
68f5ea31b594	UP5H0234	Tallbit	47-39	-
3571019f9141	UP5H0216	Tallkrogen	17-33	-
8b0662f37c34	TP5H0181	Talludden	50-46	-
380d42259a8e	UL9H6040	Tallvaxing	84-33	NULL
ef8234e435fc	UP6P1244	Tall_Man	76-05	The character is a supernatural and sadistic undertaker who turns the dead into zombies, in order to do his bidding and take over the world. He is known for saying the now infamous quote, Boy! on several occasions.
aa0128186c83	UP7Y4792	Talpa_Streeti	18-41	NULL
56ade4d004b5	TP7Y4759	Talus	03-16	NULL
71216d43b32b	UP4P0212	Tamago	71-57	-
59629488defe	TP8Y5035	Tamaryokucha	51-26	NULL
9c47976a9376	TP5P0561	Tamawo	39-02	-
53972374df49	TP8P3223	Tambourine	16-42	NULL
c36e39f53e7e	SCUBE031	Richel	2023-31	NULL
8be3636f1264	TP6P1789	TAMELAN_Ecuador	61-60	Ecuador national airline
39dc9e31f125	UP7P2660	Tammuz	04-13	NULL
baecf859dd52	TP6P1469	Tanana_River	58-38	river flows to the north of the Wrangell Montains and the Alaska Range
77ce0c6b62af	TP7Y4829	Tancredi	34-34	NULL
ccdb43de6f92	TP6H7631	Tandbyn	42-08	NULL
def90ca2492b	UP7H8220	Tandhygienist	25-29	NULL
ecdfa3cd6af4	AP5P0422	Tangie	74-63	-
5740444c6e1d	TP8Y5151	Tannensee	33-16	NULL
a64982458184	TP6P1271	Tansy	46-40	A Flower
183eef116ed0	UP8P3598	Taos	22-21	NULL
0bb444a67aa1	TP5P0841	Taphophilia	38-42	-
4f13499b8621	TP4P0293	Tapir	74-58	-
144b7b85d859	UP6P1322	Tarantula	73-13	The closest supernova since the invention of the telescope, Supernova 1987A, occurred in the outskirts of the Tarantula Nebula.
5e93d9be73c6	UP6P1832	Tarawa	55-45	NULL
c771169271e5	TP7Y4559	Tarbelli	77-22	NULL
38d63e6b1263	TP8P3381	Tarim_River	19-42	NULL
7721cc3d4aad	TP4P0295	Tarsier	54-04	-
9a23651c157a	UP7P2684	Tarzaungmon	11-11	NULL
cbaeb044c279	TP4P0297	Tasmanian_Devil	-	-
61eb976fd9ed	UP8P3578	Tasman_Glacier	22-39	NULL
d93c12291a6f	TP7P2719	Tasman_Whale	13-24	NULL
5c9e2f74a86f	UP8P3488	Tasso	02-23	NULL
ae99e4297c66	UP6H7636	Tattby	52-57	NULL
b7fe020ae469	UP7Y4670	Tatyana	20-49	NULL
f2d6f61aa895	TP5P0667	Taurophobia	46-24	-
d4d92e3464a3	TK4P0054	Taurus	-	-
4b385e234242	UP6P1808	Taveuni	75-01	NULL
a1f794b2896c	UP7P2678	Tawthalin	04-39	NULL
4cd5f78f380f	TP6P1699	Taxi_Driver	69-08	New York Taxi Driver loses his grip with sanity
9a1b31d3ebe5	TP4P0299	Tayra	46-16	-
bb0aa32c07cc	UP7P2690	Tay_Bridge	04-33	NULL
c352a7698b74	UP6P1538	TCL	75-47	Tool Command Language often found with the Tk GUI toolkit
8674477374d5	UP6P1232	Tea_Olive	46-03	Hole  1 Par 4   455 yards
5e1bc5f0cd50	TP6Y4349	Tecciztecatl	57-30	NULL
88776d7e42bf	TP5P0753	Technology	49-42	-
6e5557701717	TP5P0825	Technophilia	67-42	-
fb5af771773e	TP6P1559	Tecmo_Super_Bowl	52-30	one of the first sports video games with real player names
194c36b3746d	TP8P3359	Teeswater	02-42	NULL
c93b11c474f9	AP7P2024	Teeth	07-64	NULL
0c1c89219bb6	AP4P0064	Tekka	66-56	-
c2fd70dc94d2	TP6H7633	Tekomatorp	53-04	NULL
eaee99c6ac0a	UL9H6150	Telefon	82-39	NULL
77c20bfd4470	TP7H8199	Telefonist	15-58	NULL
e75998ee5245	UP8Y5114	Telemea	32-39	NULL
b352db1a3e9a	TP5P0723	Telephonophobia	29-34	-
ee7ef841bfb6	TE8H6001	Teleskop	83-28	NULL
99f0fa61d389	UP6Y4356	Teliko	55-57	African Gods and Legendary Heroes
4c4109faff82	UP7P2622	Tel_Yosef	31-29	NULL
dc669a545471	UP9P3834	Temperature_Inversion	79-53	NULL
273b372ced14	SCUBE049	Rothschild	2023-49	NULL
0abc8e305877	UP8P3242	Temple_Blocks	41-57	NULL
0491472ce359	TP5P0615	Tengu	56-58	-
d6b14643e836	TP6H7635	Tenhult	68-36	NULL
73cf7884f1d4	UP7P2406	Tennis	10-55	NULL
b5e30e459da4	TP5H0157	Tensta	29-26	-
f1f54d2818c8	TP6Y4363	Tepeyollotli	56-48	NULL
a9dea0b5edfa	TP6Y4361	Tepoztecatl	47-46	NULL
51c658ff1374	TP5P0755	Teratology	66-04	-
c4fe6471fb06	TP7Y4917	Terra	13-20	NULL
b5fb8b75c9bb	TP8P3281	Terrace_Downs	02-54	NULL
973f0a9819c0	UP7Y4914	Terriers	31-45	NULL
5218b32abf0d	UP6H7654	Terry_Benson	45-43	NULL
c973b7f32032	TP7Y4625	Terry_Matt	45-24	NULL
d2806109d5b2	TP7Y4799	Testudo_Werneri	15-60	NULL
426393f54b3c	TP5P0637	Tetanophobia	29-30	-
dbf26b342ace	TP6Y4357	Teteoinnan	18-44	NULL
3c8b388c2f67	TP8Y5037	Tetilla	24-56	NULL
42677ca3edcd	UL9H6136	Tetraedern	85-11	NULL
d337025ec466	TP4P0203	Tetrahydrofuran	21-46	-
09277ea21454	UP6P1550	Tetris	61-23	a game where you must fit together blocks and eliminate lines
ae912b24cddd	UP8Y5180	Teufelssee	33-23	NULL
4a8698ddd7d5	UP7P2670	Tevet	11-17	NULL
add34efd347d	UP5P0936	Texas	26-19	-
76595d03a633	UP6P1306	Texas_Chainsaw	-	1974 horror film The Texas Chain Saw Massacre.
6b641b5a7e57	UP8P3406	Texel	02-03	NULL
a998c59b1f35	TP5P0721	Textophobia	44-38	-
2b756d7ee007	TP7P2749	Thadingyut	04-18	NULL
a528dd8e8fab	TP5P0837	Thalassophilia	64-04	-
173206b4f36c	TP5P0719	Thalassophobia	29-06	-
c0e532871572	UP8P3220	Thavil	05-05	NULL
2595785468bf	SCUBE060	Sanak	2023-60	NULL
90302720fdf2	TP5P0749	Theology	67-18	-
7c73a163c522	AP5P0410	Theophilia	68-64	-
5ac4bf7006fd	TP5P0805	Theriology	74-28	-
62daf1e082f9	TP8P3467	Thermal_Underwear	08-18	NULL
6b209b58166b	AP5P0441	Thermophilia	48-64	-
a3ae4b646a70	TP5P0583	Thermophobia	66-42	-
8e23c7c0cdc1	TP5P0983	TheShock	72-50	The Shock is a 1923 film directed by Lambert Hillyer and starring Lon Chaney as a cripple named Wilse Dilling. The film was based on a story by William Dudley Pelley.
a7e323178ad7	TP8P3265	The_Amazon	28-38	NULL
0fa8bcc670e6	TP7P2353	The_Babe	62-18	NULL
2cc908a82f4f	TL8P6565	The_Badlands	36-48	NULL
95f5b9b2eb39	UP7P2340	The_Big_Hurt	62-17	NULL
bdae47284121	TP7P2365	The_Big_Train	62-28	NULL
719d7e5c0078	TP7P2349	The_Big_Unit	41-10	NULL
91aa5c81e82f	UP7P2386	The_Bird	62-55	NULL
39e8bb68e106	TP9P3819	The_Burrow	07-50	NULL
f1a9c4273cd5	UP7P2358	The_Christian_Gentleman	06-59	NULL
716e90b9025d	TP8P3291	The_Course_at_Yale	37-50	NULL
8f98caded6c6	UP7Y4878	The_Cyberiad	08-23	NULL
fcfb4ca0d9f0	TP8P3257	The_Danube	19-06	NULL
f65850260d09	UP8P3560	The_Dome	31-57	NULL
f08b80f1dc2e	TP7P2385	The_Duke_of_Tralee	16-56	NULL
0112905d3d18	UP6P1278	The_Exorcist	78-49	1973 film.
f9d5b7736714	UP6P1288	The_Fisherman	48-19	A serial killer in I Know What You Did Last Summer and its sequal.
33e01c7ebec8	TP7P2555	The_Flash	10-22	NULL
3aac66bc4fbf	TP7P2351	The_Flying_Dutchman	41-58	NULL
83a24ee5f5f5	UP6P1300	The_Fog	76-45	The movie is a classic ghost story that takes place in a Northern California fishing town called Antonio Bay (real location Inverness, California and Pt. Reyes lighthouse). The town is about to celebrate its centennial when mysterious events, including the gruesome murders of three fishermen, accompany a strange, glowing fog that spreads over land and sea.
b40fb95916c7	TP8P3499	The_Galley	35-06	NULL
900acfb134d3	TP7P2553	The_Green_Lantern	10-02	NULL
ed5bb745a0f8	UP6P1302	The_Grudge	48-47	The Grudge is the curse of one who dies in the grip of a powerful rage. Those who encounter this murderous supernatural curse die and a new one is born, passed from victim to victim in an endless, growing chain of horror (2004 us remake of a 2003 japanese film)
5144dd0bba6c	TP6P1297	The_Hitchhiker	63-20	The story begins as the protagonist, Jim, decides to pickup a hitchhiker while driving in the desert. But the hitchhiker turns out to be a serial murderer.
473528a48749	UP7Y4892	The_Investigation	34-37	NULL
686ee53655bf	TP7P2477	The_Joker	11-14	NULL
5a6a9c601672	UP7P2390	The_Knight_of_Kennett_Square	16-49	NULL
5d9cdac9e05e	UP7P2166	The_Little_Mermaid	62-49	NULL
b7665c44b796	UP6P1298	The_Lodger	53-21	The Lodger: A Story of the London Fog  was a 1927 silent film directed by Alfred Hitchcock. It is based on a story of the same name by Marie Adelaide Lowndes about a fictional version of the Jack The Ripper killings.
73d2ef01ab89	UP8P3382	The_Mackenzie_River	19-09	NULL
cf8e2f9d3aa4	UP7P2344	The_Meal_Ticket	41-29	NULL
64b4ce0dd9dd	TP7P2337	The_Mechanical_Man	26-24	NULL
2324ef00691c	TL8P6505	The_Mekong	83-34	NULL
6bec934e2f6b	TP7P2371	The_Mick	26-06	NULL
33c8c03189b4	TP8P3263	The_Mississippi	26-14	NULL
05a2a828e40a	TP8P3509	The_Nathaniel_Palmer	08-48	NULL
487d3026282d	UP8P3308	The_Oaks	02-15	NULL
1042bfab5f94	UP8P3330	The_Ocean_Course	37-29	NULL
57720b449f42	TP8P3511	The_Oden	02-04	NULL
7c44bb19c6fd	UP7P2332	The_Old_Perfessor	17-29	NULL
22656cb6ee50	UP8P3312	The_Olympic_Club	37-49	NULL
a908a67793b0	UP6P1276	The_Others	56-45	2001 film
1aa327cdc3bf	TP7P2339	The_Peerless_Leader	06-52	NULL
ee7de4bcda52	TP7P2509	The_Penguin	09-16	NULL
14c29b3ce832	UP8P3482	The_Polar_Sea	42-07	NULL
0c355886a7f2	UP7P2506	The_Punisher	16-21	NULL
18b1db8c0c9d	TP6P1317	The_Ringish	75-16	The Ring is a 2002 American remake of the 1998 Japanese film, Ringu. It was directed by Gore Verbinski and starred Naomi Watts and Martin Henderson.
0def5898edb8	TP7P2357	The_Rocket	45-38	NULL
71720133f471	UP7P2346	The_Ryan_Express	06-47	NULL
36043ed0c836	TP7P2345	The_Say_Hey_Kid	62-06	NULL
801618ccc0a9	TP6P1283	The_Shining	-	1980 film
867e3cf7cd5f	UP7Y4902	The_Star_Diaries	35-45	NULL
b9ec64b6a271	UP7P2700	The_Temple_of_Artemis	04-55	NULL
bd0a92365ecf	TP7P2825	The_Temple_Of_Zeus	04-16	NULL
94be8c7c697d	UP6P1630	The_Texan	63-17	Character from Joseph Hellers catch-22
ab95df1cf8d4	TP6P1293	The_Thing	71-54	The Thing is the given name for a fictional alien creature that has appreared in horror films.
cdbad8268730	UP6P1294	The_Thing_2	48-33	The story takes place in Antarctica.The story takes place in Antarctica.
efdfe7d13764	TP8P3497	The_TOS	31-44	NULL
a34c9530f2c3	UP7P2712	The_Tower_of_Pisa	04-19	NULL
d550c4595ee9	UP8P3384	The_Volga	16-25	NULL
f616e353f105	AP7P2028	Thigh	09-63	NULL
5dd6b7bb19a9	UP7P2204	Thingol	44-15	NULL
a1e4d1c6eeb7	UP6P1414	Thirty_One	65-47	A card Game
14be7315773c	UP7P2420	Thomas_Edison_Radio	06-57	NULL
ec3a1b6df402	TP6H7743	Thomas_Gustaffson	45-40	NULL
b3d191c45e75	UP6Y4270	Thomas_Piwowarski	45-33	African Gods and Legendary Heroes
c9da531b2a3b	TP5H0185	Thorildsplan	57-18	-
c3a07210af17	UP7Y4538	Thorsten_Stezelberger	45-05	NULL
508c83f3d282	UP9P3818	Three_Broomsticks	07-13	NULL
148e4e380ee8	TP6P1395	Three_Card_Brag	78-48	A card Game
6405a1e39494	TP7P2373	Three_Finger_Brown	26-30	NULL
c22b0237db9b	TP7P2831	Three_Mile_Island	04-24	NULL
9f6bbd834141	TP5P0821	Threpterophilia	39-18	-
98303792dbb7	TP5P0833	Thrombophilia	71-32	-
897dfe0a5980	UP7P2214	Thumb	17-53	NULL
fab22e1981fa	TP6P1713	Thunder_Ball	69-58	James Bond movie with a lot of water
7a5740dfb0ed	SCUBE050	Sandoy	2023-50	NULL
e26b3232c31e	TP8P3213	Thunder_Sheet	24-06	NULL
b163d01f0f49	UP8Y5080	Thyme	43-33	NULL
93a6a8f49425	AP5H0173	Tibble	55-64	-
51da1b5a43bf	TP7Y4753	Tibia	18-16	NULL
afe0af8c87a9	TP6H7637	Tibro	53-48	NULL
d6b971dc9689	TP6H7639	Tidan	34-20	NULL
290d9782ee52	TP5Y0099	Tiergarten	-	-
